source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[developmental stage]
Evosep_WLBSC3_639_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_639_071224	1	1	run 2229	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_639_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_640_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_640_071224	1	1	run 2230	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_640_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_641_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_641_071224	1	1	run 2231	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_641_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_642_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_642_071224	1	1	run 2232	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_642_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_644_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_644_071224	1	1	run 2233	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_644_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_645_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_645_071224	1	1	run 2234	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_645_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_646_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_646_071224	1	1	run 2235	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_646_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_647_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_647_071224	1	1	run 2236	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_647_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_648_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_648_071224	1	1	run 2237	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_648_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_649_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_649_071224	1	1	run 2238	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_649_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_650_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_650_071224	1	1	run 2239	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_650_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_651_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_651_071224	1	1	run 2240	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_651_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_652_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_652_071224	1	1	run 2241	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_652_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_653_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_653_071224	1	1	run 2242	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_653_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_654_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_654_071224	1	1	run 2243	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_654_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_655_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_655_071224	1	1	run 2244	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_655_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_656_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_656_071224	1	1	run 2245	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_656_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_657_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_657_071224	1	1	run 2246	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_657_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_658_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_658_071224	1	1	run 2247	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_658_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_659_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_659_071224	1	1	run 2248	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_659_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_660_071224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_660_071224	1	1	run 2249	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_660_071224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_661_071024	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_661_071024	1	1	run 2250	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_661_071024.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_664_071024	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_664_071024	1	1	run 2251	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_664_071024.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC3_665_071024	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC3_665_071024	1	1	run 2252	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC3	1	1	Evosep_WLBSC3_665_071024.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
